time,open,high,low,close,volume,spread
2024-01-01 05:00:00,2009.8460724747958,2010.2746862708998,2007.028396391847,2007.028396391847,64.0,25.0
2024-01-01 05:15:00,2007.028396391847,2008.4095748659756,2006.243452376583,2008.4095748659756,420.0,25.0
2024-01-01 05:30:00,2008.4095748659756,2009.8356449330636,2008.1451036342708,2008.3143869095015,480.0,25.0
2024-01-01 05:45:00,2008.3143869095015,2009.0534317800063,2006.030359478648,2007.3697574631449,414.0,25.0
2024-01-01 06:00:00,2007.3697574631449,2007.6638535305074,2004.4140277600854,2004.4140277600854,93.0,25.0
2024-01-01 06:15:00,2004.4140277600854,2008.2178121143397,2004.4140277600854,2007.706900547442,473.0,25.0
2024-01-01 06:30:00,2007.706900547442,2011.8102641405083,2007.706900547442,2011.7419505936537,433.0,25.0
2024-01-01 06:45:00,2011.7419505936537,2011.7419505936537,2009.874084684797,2011.2305892044255,173.0,25.0
2024-01-01 07:00:00,2011.2305892044255,2012.536828491526,2008.9666033551666,2008.9666033551666,314.0,25.0
2024-01-01 07:15:00,2008.9666033551666,2009.9940375051856,2007.972166494106,2009.1692696096438,143.0,25.0
2024-01-01 07:30:00,2009.1692696096438,2011.0404727969228,2008.6148725218693,2010.5395745062613,297.0,25.0
2024-01-01 07:45:00,2010.5395745062613,2013.3254313941547,2010.5395745062613,2012.1425345193527,337.0,25.0
2024-01-01 08:00:00,2012.1425345193527,2013.0302197463097,2010.7650648039134,2011.951648448542,463.0,25.0
2024-01-01 08:15:00,2011.951648448542,2014.3991957116825,2011.951648448542,2013.953493873846,153.0,25.0
2024-01-01 08:30:00,2013.953493873846,2014.5020437479905,2013.690651029643,2013.690651029643,447.0,25.0
2024-01-01 08:45:00,2013.690651029643,2015.4184653238508,2012.0613195738952,2015.2853111515774,98.0,25.0
2024-01-01 09:00:00,2015.2853111515774,2015.7967780261315,2014.2610400807896,2014.405526561624,213.0,25.0
2024-01-01 09:15:00,2014.405526561624,2014.4718608009387,2012.6418337346267,2013.372072735504,201.0,25.0
2024-01-01 09:30:00,2013.372072735504,2015.2156757074115,2012.6066109632065,2015.2156757074115,188.0,25.0
2024-01-01 09:45:00,2015.2156757074115,2015.9964597360595,2010.2970964185165,2010.9484629165377,313.0,25.0
2024-01-01 10:00:00,2010.9484629165377,2013.4627520511085,2010.5646478452989,2013.4627520511085,460.0,25.0
2024-01-01 10:15:00,2013.4627520511085,2016.089037342282,2012.5185509924927,2016.089037342282,263.0,25.0
2024-01-01 10:30:00,2016.089037342282,2017.146372394297,2015.7848314766122,2017.146372394297,209.0,25.0
2024-01-01 10:45:00,2017.146372394297,2017.146372394297,2015.1165927403656,2017.008921157018,178.0,25.0
2024-01-01 11:00:00,2017.008921157018,2019.031788757165,2017.008921157018,2018.3308781509509,386.0,25.0
2024-01-01 11:15:00,2018.3308781509509,2018.7830663868308,2016.5965357343541,2017.3185350963672,476.0,25.0
2024-01-01 11:30:00,2017.3185350963672,2019.391373386101,2016.8244911041238,2017.8489862493318,270.0,25.0
2024-01-01 11:45:00,2017.8489862493318,2021.0994692681857,2017.8489862493318,2020.652105587834,200.0,25.0
2024-01-01 12:00:00,2020.652105587834,2023.0860617511757,2020.652105587834,2022.9858150757843,208.0,25.0
2024-01-01 12:15:00,2022.9858150757843,2024.8781719273538,2022.9858150757843,2024.0155809850048,447.0,25.0
2024-01-01 12:30:00,2024.0155809850048,2025.1654862297328,2024.0155809850048,2025.1654862297328,320.0,25.0
2024-01-01 12:45:00,2025.1654862297328,2027.8228162486728,2025.1654862297328,2025.5408857845046,303.0,25.0
2024-01-01 13:00:00,2025.5408857845046,2027.1472029204492,2024.41414737118,2026.2975879619103,121.0,25.0
2024-01-01 13:15:00,2026.2975879619103,2026.317457807949,2023.140448763167,2023.140448763167,414.0,25.0
2024-01-01 13:30:00,2023.140448763167,2023.7126264998612,2022.559063295509,2023.7126264998612,371.0,25.0
2024-01-01 13:45:00,2023.7126264998612,2026.3762091417582,2022.9032125277886,2026.3762091417582,324.0,25.0
2024-01-01 14:00:00,2026.3762091417582,2026.3762091417582,2024.6905856629007,2024.8049556281167,382.0,25.0
2024-01-01 14:15:00,2024.8049556281167,2024.8049556281167,2021.8240725724656,2021.8240725724656,379.0,25.0
2024-01-01 14:30:00,2021.8240725724656,2021.8240725724656,2018.0118140743898,2018.0118140743898,394.0,25.0
2024-01-01 14:45:00,2018.0118140743898,2019.1034021753135,2016.974804176887,2017.2639295140796,331.0,25.0
2024-01-01 15:00:00,2017.2639295140796,2018.888572726069,2016.3697608806958,2016.3697608806958,157.0,25.0
2024-01-01 15:15:00,2016.3697608806958,2019.1703931715028,2016.3697608806958,2019.1703931715028,358.0,25.0
2024-01-01 15:30:00,2019.1703931715028,2019.1703931715028,2018.2697863790281,2018.5486190581123,301.0,25.0
2024-01-01 15:45:00,2018.5486190581123,2018.9760503126097,2017.3666734081469,2018.9760503126097,216.0,25.0
2024-01-01 16:00:00,2018.9760503126097,2019.858399738643,2018.5923363403583,2018.7792525289958,495.0,25.0
2024-01-01 16:15:00,2018.7792525289958,2021.5223398017058,2018.1701217110885,2021.5223398017058,196.0,25.0
2024-01-01 16:30:00,2021.5223398017058,2023.4941437681532,2021.5035452357718,2021.5035452357718,439.0,25.0
2024-01-01 16:45:00,2021.5035452357718,2023.3658875061665,2020.4027763860045,2022.272221435264,280.0,25.0
2024-01-01 17:00:00,2022.272221435264,2023.7054377474817,2020.4848549718552,2020.4848549718552,180.0,25.0
2024-01-01 17:15:00,2020.4848549718552,2021.2028426977997,2018.7909395240956,2018.7909395240956,135.0,25.0
2024-01-01 17:30:00,2018.7909395240956,2019.748673567181,2017.8321895656502,2018.1370084190044,330.0,25.0
2024-01-01 17:45:00,2018.1370084190044,2021.3622159554754,2018.1370084190044,2021.3622159554754,60.0,25.0
2024-01-01 18:00:00,2021.3622159554754,2021.8656723222048,2020.5162371598685,2020.5162371598685,114.0,25.0
2024-01-01 18:15:00,2020.5162371598685,2020.5162371598685,2018.4179067908626,2018.6019866528452,380.0,25.0
2024-01-01 18:30:00,2018.6019866528452,2020.7366723843327,2018.0591008404128,2020.7366723843327,350.0,25.0
2024-01-01 18:45:00,2020.7366723843327,2024.7707589993172,2020.7366723843327,2023.434665887617,450.0,25.0
2024-01-01 19:00:00,2023.434665887617,2024.3601120946605,2019.9024985571018,2019.9970886354142,332.0,25.0
2024-01-01 19:15:00,2019.9970886354142,2020.4897347675912,2017.260153682845,2017.260153682845,370.0,25.0
2024-01-01 19:30:00,2017.260153682845,2017.260153682845,2014.793838253381,2014.793838253381,357.0,25.0
2024-01-01 19:45:00,2014.793838253381,2014.793838253381,2011.1374165687812,2011.6803242423643,319.0,25.0
2024-01-01 20:00:00,2011.6803242423643,2014.032383006553,2011.6803242423643,2013.6316728469415,181.0,25.0
2024-01-01 20:15:00,2013.6316728469415,2013.6316728469415,2011.1536926627748,2011.1536926627748,252.0,25.0
2024-01-01 20:30:00,2011.1536926627748,2011.1536926627748,2009.3378995689584,2010.1342517004623,163.0,25.0
2024-01-01 20:45:00,2010.1342517004623,2010.425096492682,2008.6524710063056,2008.8249552380362,390.0,25.0
2024-01-01 21:00:00,2008.8249552380362,2008.8249552380362,2006.8089020732054,2006.8089020732054,280.0,25.0
2024-01-01 21:15:00,2006.8089020732054,2008.9772884173642,2006.8089020732054,2008.9772884173642,318.0,25.0
2024-01-01 21:30:00,2008.9772884173642,2010.0861996653757,2008.6325267162283,2010.0861996653757,229.0,25.0
2024-01-01 21:45:00,2010.0861996653757,2010.8908670172443,2008.7842452430866,2008.7842452430866,461.0,25.0
2024-01-01 22:00:00,2008.7842452430866,2010.3025322207768,2007.762750157549,2010.3025322207768,260.0,25.0
2024-01-01 22:15:00,2010.3025322207768,2010.3025322207768,2008.4875010205967,2008.947768516234,149.0,25.0
2024-01-01 22:30:00,2008.947768516234,2010.2827273092416,2008.2010425569001,2009.20938244847,191.0,25.0
2024-01-01 22:45:00,2009.20938244847,2009.20938244847,2006.7265574080916,2008.7564562343025,104.0,25.0
2024-01-01 23:00:00,2008.7564562343025,2008.7564562343025,2007.2238216046746,2008.1343303523277,460.0,25.0
2024-01-01 23:15:00,2008.1343303523277,2010.4938176699375,2007.6908555873085,2009.7452204251663,451.0,25.0
2024-01-01 23:30:00,2009.7452204251663,2010.0407583721824,2008.9206485149293,2008.9206485149293,268.0,25.0
2024-01-01 23:45:00,2008.9206485149293,2010.146006600248,2008.7050996265584,2008.7188942890432,278.0,25.0
2024-01-02 00:00:00,2008.7188942890432,2009.9520162529939,2007.6926252174096,2007.785148074084,200.0,25.0
2024-01-02 00:15:00,2007.785148074084,2007.785148074084,2006.0280745941473,2006.7004866871434,128.0,25.0
2024-01-02 00:30:00,2006.7004866871434,2008.3362844344786,2006.3953784893065,2008.1023870620675,287.0,25.0
2024-01-02 00:45:00,2008.1023870620675,2010.2424523685443,2008.1023870620675,2008.7765783876234,200.0,25.0
2024-01-02 01:00:00,2008.7765783876234,2010.8513323977634,2008.7765783876234,2010.8513323977634,446.0,25.0
2024-01-02 01:15:00,2010.8513323977634,2011.2553208800696,2009.357819391933,2010.3843308271003,122.0,25.0
2024-01-02 01:30:00,2010.3843308271003,2010.3843308271003,2006.7481777196172,2006.7481777196172,367.0,25.0
2024-01-02 01:45:00,2006.7481777196172,2009.4193023947137,2006.7481777196172,2009.4193023947137,331.0,25.0
2024-01-02 02:00:00,2009.4193023947137,2010.2586648495414,2008.6347887554402,2009.933165487926,431.0,25.0
2024-01-02 02:15:00,2009.933165487926,2011.9107880267238,2009.3959185716822,2009.8545213202133,422.0,25.0
2024-01-02 02:30:00,2009.8545213202133,2011.6098544413126,2009.538691512648,2010.6653605503245,116.0,25.0
2024-01-02 02:45:00,2010.6653605503245,2010.6653605503245,2008.21639595368,2008.21639595368,308.0,25.0
2024-01-02 03:00:00,2008.21639595368,2009.2558407839124,2008.0156475148426,2009.2558407839124,204.0,25.0
2024-01-02 03:15:00,2009.2558407839124,2011.2359588725126,2009.2558407839124,2010.6109791889035,414.0,25.0
2024-01-02 03:30:00,2010.6109791889035,2010.6109791889035,2008.519436805681,2009.6178740301318,161.0,25.0
2024-01-02 03:45:00,2009.6178740301318,2011.2907619939474,2009.587678058702,2011.0354880439188,148.0,25.0
2024-01-02 04:00:00,2011.0354880439188,2013.7055397696722,2010.5558014192807,2012.707223269863,206.0,25.0
2024-01-02 04:15:00,2012.707223269863,2013.041237920509,2012.4573969717685,2012.4573969717685,51.0,25.0
2024-01-02 04:30:00,2012.4573969717685,2012.611481820807,2010.534771336642,2010.534771336642,115.0,25.0
2024-01-02 04:45:00,2010.534771336642,2010.6535199920577,2009.4946364858827,2009.9916466944178,425.0,25.0
2024-01-02 05:00:00,2009.9916466944178,2009.9916466944178,2006.2606591948506,2006.5368239538502,364.0,25.0
2024-01-02 05:15:00,2006.5368239538502,2008.7213568945376,2006.2725690583975,2008.2577000839738,134.0,25.0
2024-01-02 05:30:00,2008.2577000839738,2008.2577000839738,2006.7053823497026,2006.7053823497026,283.0,25.0
2024-01-02 05:45:00,2006.7053823497026,2006.7053823497026,2004.9324588886104,2004.9691143312575,68.0,25.0
2024-01-02 06:00:00,2004.9691143312575,2006.148279405031,2004.9691143312575,2006.0069325251466,74.0,25.0
2024-01-02 06:15:00,2006.0069325251466,2006.226945472574,2004.8703294358193,2004.8955887350212,324.0,25.0
2024-01-02 06:30:00,2004.8955887350212,2008.0974747579185,2004.8955887350212,2007.1186513629948,140.0,25.0
2024-01-02 06:45:00,2007.1186513629948,2008.4926541754644,2006.8186600251483,2008.1287260734337,389.0,25.0
2024-01-02 07:00:00,2008.1287260734337,2008.1287260734337,2006.0715271546642,2006.0715271546642,300.0,25.0
2024-01-02 07:15:00,2006.0715271546642,2007.7348670018764,2005.8228078485017,2007.7348670018764,164.0,25.0
2024-01-02 07:30:00,2007.7348670018764,2008.8840038358605,2007.1174783421368,2008.8840038358605,280.0,25.0
2024-01-02 07:45:00,2008.8840038358605,2008.8840038358605,2005.9083607348448,2006.0314666513489,380.0,25.0
2024-01-02 08:00:00,2006.0314666513489,2006.0314666513489,2002.6773977512266,2002.6895501466092,81.0,25.0
2024-01-02 08:15:00,2002.6895501466092,2005.5442659924684,2002.1764214745253,2005.5442659924684,150.0,25.0
2024-01-02 08:30:00,2005.5442659924684,2006.5983398043745,2004.8692670165567,2004.8692670165567,74.0,25.0
2024-01-02 08:45:00,2004.8692670165567,2004.8692670165567,2001.0181563908527,2001.7465290777145,91.0,25.0
2024-01-02 09:00:00,2001.7465290777145,2003.7722974482137,2001.7465290777145,2003.7693786827301,482.0,25.0
2024-01-02 09:15:00,2003.7693786827301,2005.5815971066534,2003.5760933384315,2004.432771750956,201.0,25.0
2024-01-02 09:30:00,2004.432771750956,2004.905371689502,2004.2649421437554,2004.8244381206177,432.0,25.0
2024-01-02 09:45:00,2004.8244381206177,2006.0154442519274,2004.3149743045444,2004.3149743045444,390.0,25.0
2024-01-02 10:00:00,2004.3149743045444,2006.8892574671881,2003.9442022320281,2006.8892574671881,454.0,25.0
2024-01-02 10:15:00,2006.8892574671881,2007.0357137234132,2006.3518234408737,2007.0357137234132,132.0,25.0
2024-01-02 10:30:00,2007.0357137234132,2008.9309845526598,2006.9031115271941,2006.9031115271941,352.0,25.0
2024-01-02 10:45:00,2006.9031115271941,2009.8076572059533,2006.9031115271941,2008.2460795854815,414.0,25.0
2024-01-02 11:00:00,2008.2460795854815,2010.0027809531623,2007.4028345483223,2007.4028345483223,373.0,25.0
2024-01-02 11:15:00,2007.4028345483223,2007.4028345483223,2005.7533676692954,2006.5889682000827,183.0,25.0
2024-01-02 11:30:00,2006.5889682000827,2007.3928798731238,2005.290836808196,2005.6279063897712,366.0,25.0
2024-01-02 11:45:00,2005.6279063897712,2005.6834536937868,2004.7240726999007,2004.779305566715,339.0,25.0
2024-01-02 12:00:00,2004.779305566715,2005.008426344476,2004.2317357167065,2005.008426344476,52.0,25.0
2024-01-02 12:15:00,2005.008426344476,2007.9852399070878,2002.8040995541535,2002.8040995541535,313.0,25.0
2024-01-02 12:30:00,2002.8040995541535,2004.1724734254412,2002.558389061755,2003.5224161663728,453.0,25.0
2024-01-02 12:45:00,2003.5224161663728,2004.8523286876568,2002.784711488827,2004.0268620971601,431.0,25.0
2024-01-02 13:00:00,2004.0268620971601,2005.5522576927988,2003.6710468545812,2003.6710468545812,169.0,25.0
2024-01-02 13:15:00,2003.6710468545812,2005.3833195538436,2003.6710468545812,2005.1982115188457,317.0,25.0
2024-01-02 13:30:00,2005.1982115188457,2005.1982115188457,2002.1730513117293,2002.338856029687,286.0,25.0
2024-01-02 13:45:00,2002.338856029687,2002.8692449505988,2000.8523331087595,2001.7942307408339,420.0,25.0
2024-01-02 14:00:00,2001.7942307408339,2003.5355640391308,2001.7229405318951,2003.5355640391308,102.0,25.0
2024-01-02 14:15:00,2003.5355640391308,2003.8608675748194,2002.7989762400548,2003.8608675748194,190.0,25.0
2024-01-02 14:30:00,2003.8608675748194,2005.7821854159342,2003.5769160108016,2005.7821854159342,306.0,25.0
2024-01-02 14:45:00,2005.7821854159342,2007.8594063686785,2005.731352131531,2007.8594063686785,486.0,25.0
2024-01-02 15:00:00,2007.8594063686785,2007.8594063686785,2004.9555694805485,2005.15355192182,486.0,25.0
2024-01-02 15:15:00,2005.15355192182,2005.7277450051365,2003.1584422791639,2003.1584422791639,174.0,25.0
2024-01-02 15:30:00,2003.1584422791639,2003.1584422791639,2000.9837180255308,2000.9837180255308,496.0,25.0
2024-01-02 15:45:00,2000.9837180255308,2000.9837180255308,1998.2328803114767,1999.0472463848125,328.0,25.0
2024-01-02 16:00:00,1999.0472463848125,1999.0472463848125,1997.0970915603393,1998.079271830141,58.0,25.0
2024-01-02 16:15:00,1998.079271830141,1998.5773305208768,1995.962586259707,1998.5773305208768,250.0,25.0
2024-01-02 16:30:00,1998.5773305208768,1998.5773305208768,1996.3018291452422,1997.4410956864542,265.0,25.0
2024-01-02 16:45:00,1997.4410956864542,1997.4410956864542,1995.2484105444535,1996.477613241331,162.0,25.0
2024-01-02 17:00:00,1996.477613241331,2001.6172797569222,1996.2359379166246,2001.6172797569222,419.0,25.0
2024-01-02 17:15:00,2001.6172797569222,2002.4164982367854,1999.43923841601,1999.43923841601,200.0,25.0
2024-01-02 17:30:00,1999.43923841601,1999.43923841601,1996.6303366014984,1997.5124239149309,397.0,25.0
2024-01-02 17:45:00,1997.5124239149309,2000.1528898470183,1997.5124239149309,2000.1528898470183,269.0,25.0
2024-01-02 18:00:00,2000.1528898470183,2002.2520891886484,2000.1528898470183,2001.464956827615,121.0,25.0
2024-01-02 18:15:00,2001.464956827615,2001.9312925725746,2000.7852655075949,2001.9312925725746,361.0,25.0
2024-01-02 18:30:00,2001.9312925725746,2004.54228771327,2001.766686348737,2004.54228771327,402.0,25.0
2024-01-02 18:45:00,2004.54228771327,2004.7977030640461,2003.5148053328194,2003.5879204863086,404.0,25.0
2024-01-02 19:00:00,2003.5879204863086,2005.5302663121859,2003.5879204863086,2005.5302663121859,335.0,25.0
2024-01-02 19:15:00,2005.5302663121859,2005.5302663121859,2002.1971040145993,2002.1971040145993,53.0,25.0
2024-01-02 19:30:00,2002.1971040145993,2003.3334215732414,2001.8194625271922,2003.2270712434822,142.0,25.0
2024-01-02 19:45:00,2003.2270712434822,2003.2270712434822,2001.2011200739748,2001.5615825404127,98.0,25.0
2024-01-02 20:00:00,2001.5615825404127,2003.334008968142,2001.5615825404127,2002.7677019349906,292.0,25.0
2024-01-02 20:15:00,2002.7677019349906,2002.7677019349906,2000.1553061499337,2001.2126578844309,198.0,25.0
2024-01-02 20:30:00,2001.2126578844309,2001.2126578844309,1996.5260337302307,1996.5260337302307,219.0,25.0
2024-01-02 20:45:00,1996.5260337302307,1997.1343994719566,1996.0017819718735,1997.115860598453,333.0,25.0
2024-01-02 21:00:00,1997.115860598453,1999.6172860041868,1997.00874410388,1998.6392568499398,453.0,25.0
2024-01-02 21:15:00,1998.6392568499398,1999.4140516909956,1997.1180649928751,1997.1180649928751,92.0,25.0
2024-01-02 21:30:00,1997.1180649928751,1997.1180649928751,1995.9590677434087,1996.548892495932,385.0,25.0
2024-01-02 21:45:00,1996.548892495932,1997.6148490228577,1996.06352539591,1997.2135271389777,67.0,25.0
2024-01-02 22:00:00,1997.2135271389777,1998.645851954749,1997.2135271389777,1998.645851954749,344.0,25.0
2024-01-02 22:15:00,1998.645851954749,1998.645851954749,1997.0448744082344,1998.2362147014182,129.0,25.0
2024-01-02 22:30:00,1998.2362147014182,1999.1103704667114,1997.6228080043027,1999.1103704667114,112.0,25.0
2024-01-02 22:45:00,1999.1103704667114,2001.3516863312552,1999.0205616920716,2001.3516863312552,280.0,25.0
2024-01-02 23:00:00,2001.3516863312552,2001.821645423867,2000.1992236504468,2001.2674880511665,413.0,25.0
2024-01-02 23:15:00,2001.2674880511665,2001.2674880511665,1998.7621964859422,1999.2252592266968,383.0,25.0
2024-01-02 23:30:00,1999.2252592266968,2000.9074001704162,1998.1681447192414,1999.8630118649342,344.0,25.0
2024-01-02 23:45:00,1999.8630118649342,2000.2928070490166,1999.3292874959639,2000.1387741810086,460.0,25.0
2024-01-03 00:00:00,2000.1387741810086,2003.3934191797437,2000.1387741810086,2003.3934191797437,410.0,25.0
2024-01-03 00:15:00,2003.3934191797437,2003.3934191797437,2000.6046525526972,2003.038543929105,349.0,25.0
2024-01-03 00:30:00,2003.038543929105,2003.038543929105,2000.837965606138,2001.1356899557127,184.0,25.0
2024-01-03 00:45:00,2001.1356899557127,2004.0043802592218,2001.1356899557127,2002.8255642372185,494.0,25.0
2024-01-03 01:00:00,2002.8255642372185,2005.1832927447856,2002.0413210342147,2002.0413210342147,298.0,25.0
2024-01-03 01:15:00,2002.0413210342147,2004.6266329649402,2002.0413210342147,2002.3602084685567,288.0,25.0
2024-01-03 01:30:00,2002.3602084685567,2002.78477053365,2001.136237676061,2001.136237676061,253.0,25.0
2024-01-03 01:45:00,2001.136237676061,2002.697499080162,1999.468217839037,1999.468217839037,148.0,25.0
2024-01-03 02:00:00,1999.468217839037,1999.468217839037,1996.2255217833795,1996.2724471386246,302.0,25.0
2024-01-03 02:15:00,1996.2724471386246,1998.1910624752793,1996.2724471386246,1996.5205834450894,315.0,25.0
2024-01-03 02:30:00,1996.5205834450894,1997.6653873869434,1995.9562490227609,1996.610098547855,99.0,25.0
2024-01-03 02:45:00,1996.610098547855,1996.795613050417,1995.0904327882859,1996.370287843043,142.0,25.0
2024-01-03 03:00:00,1996.370287843043,1996.478670526008,1994.735863201952,1996.3029555007645,377.0,25.0
2024-01-03 03:15:00,1996.3029555007645,2000.6302073722884,1996.3029555007645,1997.454993856928,392.0,25.0
2024-01-03 03:30:00,1997.454993856928,2000.4240404673253,1997.454993856928,2000.4240404673253,80.0,25.0
2024-01-03 03:45:00,2000.4240404673253,2002.9181626798859,2000.4240404673253,2001.286259223124,297.0,25.0
2024-01-03 04:00:00,2001.286259223124,2004.0121412781402,2001.286259223124,2004.0121412781402,215.0,25.0
2024-01-03 04:15:00,2004.0121412781402,2004.546479048481,2002.7290826543813,2002.7290826543813,56.0,25.0
2024-01-03 04:30:00,2002.7290826543813,2005.8804248457648,2001.902779306787,2004.8520664732757,448.0,25.0
2024-01-03 04:45:00,2004.8520664732757,2008.3700900706679,2004.8520664732757,2006.792365334891,471.0,25.0
2024-01-03 05:00:00,2006.792365334891,2009.8450126190671,2006.6454283966575,2009.8450126190671,126.0,25.0
2024-01-03 05:15:00,2009.8450126190671,2011.2589530780003,2009.4262453899821,2011.2589530780003,301.0,25.0
2024-01-03 05:30:00,2011.2589530780003,2012.8951544633967,2010.841563812054,2011.7839657601833,477.0,25.0
2024-01-03 05:45:00,2011.7839657601833,2014.382662799069,2010.6626369248643,2014.3604322041977,99.0,25.0
2024-01-03 06:00:00,2014.3604322041977,2015.7071317712368,2013.7649046363133,2014.4839981270557,311.0,25.0
2024-01-03 06:15:00,2014.4839981270557,2015.9753783077663,2013.8189538867769,2014.4991045512525,161.0,25.0
2024-01-03 06:30:00,2014.4991045512525,2017.3981179397101,2014.4991045512525,2017.3981179397101,424.0,25.0
2024-01-03 06:45:00,2017.3981179397101,2017.8540448188783,2015.5051508290196,2015.5051508290196,153.0,25.0
2024-01-03 07:00:00,2015.5051508290196,2015.5612554180675,2013.1315477883713,2013.1315477883713,302.0,25.0
2024-01-03 07:15:00,2013.1315477883713,2015.2949388049835,2012.055298883406,2015.2949388049835,237.0,25.0
2024-01-03 07:30:00,2015.2949388049835,2016.0230599075971,2014.2874150971882,2015.847015847653,175.0,25.0
2024-01-03 07:45:00,2015.847015847653,2016.2895238474985,2014.6233255659804,2014.6233255659804,496.0,25.0
2024-01-03 08:00:00,2014.6233255659804,2016.9788936879118,2013.8355311375508,2016.9788936879118,135.0,25.0
2024-01-03 08:15:00,2016.9788936879118,2018.6680777375127,2016.9751048853918,2018.0728567101905,59.0,25.0
2024-01-03 08:30:00,2018.0728567101905,2018.6422362457092,2017.4338101210672,2018.6422362457092,288.0,25.0
2024-01-03 08:45:00,2018.6422362457092,2020.57039088812,2018.0188609894728,2020.57039088812,490.0,25.0
2024-01-03 09:00:00,2020.57039088812,2020.6726600846441,2018.3789568396417,2020.3217568817793,358.0,25.0
2024-01-03 09:15:00,2020.3217568817793,2020.3217568817793,2018.8592743078545,2020.1484578289828,273.0,25.0
2024-01-03 09:30:00,2020.1484578289828,2020.1484578289828,2018.617236997061,2019.3834701150718,230.0,25.0
2024-01-03 09:45:00,2019.3834701150718,2020.1687630464642,2018.2254080448818,2020.1687630464642,308.0,25.0
2024-01-03 10:00:00,2020.1687630464642,2022.5312163367848,2018.7166668089114,2022.5312163367848,70.0,25.0
2024-01-03 10:15:00,2022.5312163367848,2022.5312163367848,2018.5582067052858,2018.5582067052858,368.0,25.0
2024-01-03 10:30:00,2018.5582067052858,2020.0161038903775,2018.5582067052858,2020.0161038903775,313.0,25.0
2024-01-03 10:45:00,2020.0161038903775,2022.2678128877803,2020.0161038903775,2020.1226631930733,258.0,25.0
2024-01-03 11:00:00,2020.1226631930733,2021.4242189725428,2019.5289505829248,2020.0235882002314,330.0,25.0
2024-01-03 11:15:00,2020.0235882002314,2020.0235882002314,2017.7111410180964,2018.2863223962424,163.0,25.0
2024-01-03 11:30:00,2018.2863223962424,2020.1370979819324,2016.1391361334,2019.803104391924,188.0,25.0
2024-01-03 11:45:00,2019.803104391924,2022.237879403728,2019.803104391924,2022.237879403728,275.0,25.0
2024-01-03 12:00:00,2022.237879403728,2022.3337414343425,2018.5388491984331,2018.5388491984331,263.0,25.0
2024-01-03 12:15:00,2018.5388491984331,2018.7987905688453,2015.9160729853024,2015.9160729853024,428.0,25.0
2024-01-03 12:30:00,2015.9160729853024,2015.9160729853024,2013.2113009106815,2013.2113009106815,260.0,25.0
2024-01-03 12:45:00,2013.2113009106815,2013.2113009106815,2011.188855557547,2011.9933945649593,496.0,25.0
2024-01-03 13:00:00,2011.9933945649593,2013.1812543196834,2011.0939634110819,2011.0939634110819,381.0,25.0
2024-01-03 13:15:00,2011.0939634110819,2011.5059247696122,2008.7766352287488,2009.8067289319933,124.0,25.0
2024-01-03 13:30:00,2009.8067289319933,2011.100876104366,2009.8067289319933,2010.8981581761132,268.0,25.0
2024-01-03 13:45:00,2010.8981581761132,2013.6858465378161,2010.8981581761132,2013.6858465378161,209.0,25.0
